artist,album,song,time,feat,type,tempo,arc,inst1,inst2,inst3,tag1,tag2,tag3,kw1,kw2,kw3,style1,style2,style3,genre1,genre2,genre3,
Alison Ables,,Kraut Variation,3:20,,instr,3,Ascending,Electric Guitar,Drum Machine,Synthesizer,Ethereal,Meandering,Imaginative,Dynamic,Rhythmic,,Adventure,Road Trip,Science Fiction,Indie Pop,Minimal,Cinematic,
Alison Ables,,Labrador,1:09,,instr,2,Ascending,Strings,Acoustic Guitar,,Dynamic,Emotional,Ethereal,Harmonic,Uplifting,Sparse,Trailer,Adventure,Drama,Cinematic,Orchestral,Folk & Americana,
Alison Ables,,Laser,0:46,,instr,4,Steady,Drum Machine,Synthesizer,,Cinematic,Dark,Energetic,Mechanical,,,LookBook Video,Sports,Science Fiction,Downtempo,Electronic,Electronic,
Alison Ables,,Manarola,0:24,Featured,instr,2,Ascending,Acoustic Guitar,Synthesizer,,,,,,,,Business,Case Study,Trailer,Cinematic,,,
Alison Ables,,Matte Black,0:32,,instr,4,Ascending,Drum Machine,Synthesizer,Strings,Cinematic,Dark,Dynamic,Gritty,Industrial,,Science Fiction,Thriller & Suspense,Sports,Electronic,Experimental,Electronic,
Alison Ables,,Memory Forest,3:47,,instr,1,Steady,Synthesizer,Acoustic Guitar,,Calm,Ethereal,Meandering,Reflective,Sparse,Soothing,Trailer,LookBook Video,Indie,Ambient,Cinematic,Minimal,
Alison Ables,,Menacing Sky,2:18,,instr,3,Ascending,Synthesizer,Organ,,Dark,Ethereal,Meandering,Reflective,Sparse,,Avant Garde,Psychedelic,LookBook Video,Ambient,Cinematic,,
Alison Ables,,More Colors,1:00,Featured,instr,4,Ascending,Acoustic Guitar,Strings,Drums,Angelic,Cinematic,Positive,Melodic,Uplifting,,Business,Explainer,Crowdfunding,Indie Pop,Cinematic,Orchestral,
Alison Ables,,Mysterious New Release,0:31,,instr,3,Ascending,Drum Machine,Percussion,Synthesizer,Cinematic,Dark,Dynamic,Gritty,Industrial,,Sports,Science Fiction,Thriller & Suspense,Electronic,Cinematic,Downtempo,
Alison Ables,,Narrative Turn,1:01,,instr,3,Ascending,Strings,Piano,,Cinematic,Calm,Empowering,Honorable,Melodic,Uplifting,Explainer,Trailer,Indie,Orchestral,Cinematic,,
Alison Ables,,Narrative Turn 2,1:01,Featured,instr,3,Ascending,Strings,Piano,,Cinematic,Emotional,Human,Empowering,Uplifting,,Business,Trailer,Explainer,Cinematic,Indie Pop,Orchestral,
Alison Ables,,Narrative Turn 3,1:01,Featured,instr,3,Ascending,Strings,Piano,,Cinematic,Emotional,Human,Empowering,Uplifting,,Playful,Trailer,Wedding,Cinematic,Indie Pop,Orchestral,
Alison Ables,,New Mystique,0:31,,instr,3,Ascending,Synthesizer,Electric Guitar,Drum Machine,Dark,Dynamic,Emotional,Empowering,Mysterious,,Business,Sports,Trailer,Electronic,Cinematic,Slowjams,
Alison Ables,,Orchids,1:01,,instr,2,Ascending,Strings,Strings,,Cinematic,Emotional,Ethereal,Dynamic,Harmonic,Uplifting,Trailer,Documentary,Indie,Orchestral,Cinematic,,
Alison Ables,,Pastoral,0:32,,instr,3,Ascending,Strings,,,Emotional,Empowering,Inspiring,,,,Indie,Wedding,Crowdfunding,Cinematic,,,
Alison Ables,,Pleasure Dome,1:03,,instr,1,Ascending,Piano,Strings,,Emotional,Classic,Inspiring,Intimate,Romantic,Sombre,Drama,Science Fiction,Business,Cinematic,,,
Alison Ables,,Portofino,0:29,,instr,3,Ascending,Synthesizer,,,Emotional,Intimate,,,,Sombre,Adventure,Indie,Narrative,Cinematic,Dark Ambient,,
Alison Ables,,Precise Design,0:31,,instr,3,Ascending,Synthesizer,Drum Machine,,Dark,Dynamic,Emotional,Energetic,Mysterious,,Business,Sports,Trailer,Electronic,Electronic,Cinematic,
Alison Ables,,Pressure,0:31,,instr,3,Steady,Drum Machine,,,Dark,Dynamic,,,Industrial,,Action,Sports,Trailer,Electronic,Cinematic,,
Alison Ables,,Pressure 2,0:31,,instr,3,Ascending,Drum Machine,Synthesizer,,Dark,Dynamic,Ethereal,Cinematic,Industrial,,Action,Sports,Trailer,Electronic,Cinematic,Electronic,
Alison Ables,,Pressure 3,0:31,,instr,3,Ascending,Drum Machine,Synthesizer,Electric Guitar,Dark,Dynamic,Ethereal,Cinematic,Industrial,,Action,Sports,Trailer,Electronic,Cinematic,Electronic,
Alison Ables,,Prismatic,1:04,,instr,3,Ascending,Electric Guitar,Strings,,Cinematic,Dynamic,Emotional,Enlightening,Reflective,Uplifting,Trailer,Documentary,Narrative,Indie Pop,Cinematic,Minimal,
Alison Ables,,Ram,1:01,Featured,instr,3,Ascending,Strings,Electric Piano,,Cinematic,Emotional,Hopeful,Inspiring,Melodic,Uplifting,Business,Trailer,Makers & Creators,Cinematic,Orchestral,,
Alison Ables,,Revolver,3:14,,instr,3,Ascending,Electric Guitar,Organ,Strings,Dark,Emotional,Powerful,Reflective,Pensive,Instrumental,Trailer,Sports,,Cinematic,Orchestral,,
Alison Ables,,Rise From The Ashes,1:03,,instr,4,Ascending,Synthesizer,Drums,,Cold,Confident,Dark,Dynamic,Gritty,Pensive,Trailer,Drama,,Cinematic,,,
Alison Ables,,Saddest Song in the World,1:03,,instr,4,Ascending,Drums,Strings,,Dark,Cinematic,Cold,Exciting,,Rhythmic,Narrative,Drama,Thriller & Suspense,Cinematic,,,
Alison Ables,,Santa Cruz Boardwalk,0:52,,instr,3,Ascending,Backing Vocals,Organ,,Bright,Dynamic,Fun,Harmonic,Melodic,Playful,Indie,Childrens,,Indie Pop,,,
Alison Ables,,Sculpted Release,0:31,,instr,4,Ascending,Synthesizer,Strings,Electric Guitar,Cinematic,Emotional,Dynamic,Empowering,Melodic,,Trailer,Sports,,Cinematic,,,
Alison Ables,,Seafarer,1:03,,instr,3,Ascending,Synthesizer,,,Cinematic,Dark,Emotional,Pensive,Exciting,Rhythmic,Indie,Makers & Creators,Documentary,Cinematic,,,
Alison Ables,,Silver Lining,1:03,Featured,instr,4,Ascending,Synthesizer,Drum Machine,,Cold,Dark,Sinister,,,Melodic,Indie,Road Trip,Narrative,Cinematic,,,
Alison Ables,,Silver Lining Variation,1:06,,instr,3,Ascending,Electric Guitar,Percussion,Synthesizer,Emotional,Angelic,Hopeful,Human,Melodic,,Business,Documentary,Indie,Indie Pop,Cinematic,,
Alison Ables,,Skimping 1,0:50,,instr,3,Ascending,Synthesizer,Percussion,Strings,Cinematic,Dynamic,Energetic,Emotional,Melodic,Playful,Trailer,Business,Indie,Cinematic,Indie Pop,,
Alison Ables,,Skimping 2,0:50,,instr,3,Ascending,Strings,Piano,Percussion,Cinematic,Dynamic,Emotional,Empowering,Inspiring,Melodic,Narrative,Indie,Documentary,Cinematic,Orchestral,,
Alison Ables,,Skimping 3,0:49,,instr,3,Ascending,Strings,Piano,,Cinematic,Dynamic,Emotional,Empowering,Inspiring,Melodic,Trailer,Business,Documentary,Cinematic,Orchestral,,
Alison Ables,,Skimping 4,0:48,,instr,3,Ascending,Strings,Piano,Percussion,Cinematic,Dynamic,Emotional,Empowering,Inspiring,Melodic,Drama,Narrative,Documentary,Cinematic,Orchestral,,
Alison Ables,,Sliver Solstice,1:05,,instr,3,Ascending,Electric Guitar,Percussion,Strings,Emotional,Angelic,Hopeful,Harmonic,Melodic,Uplifting,Makers & Creators,Trailer,Narrative,Indie Pop,Cinematic,,
Alison Ables,,Stolen Moments Return,1:03,,instr,2,Ascending,Synthesizer,Acoustic Guitar,Electric Guitar,Calm,Cinematic,Emotional,Harmonic,Reflective,,Trailer,Makers & Creators,Indie,Ambient,Cinematic,Indie Pop,
Alison Ables,,Tail Them,0:31,,instr,3,Ascending,Synthesizer,Drum Machine,,Dark,Dynamic,Emotional,Energetic,Mysterious,,Action,Sports,Trailer,Electronic,Electronic,Cinematic,
Alison Ables,,Tape Part 1,1:09,,instr,1,Steady,Synthesizer,Strings,Electric Guitar,Calm,Emotional,Ethereal,Harmonic,Meandering,Pensive,Narrative,Documentary,Indie,Ambient,Cinematic,Orchestral,
Alison Ables,,Tape Part 2,3:05,,instr,2,Ascending,Synthesizer,Strings,,Calm,Emotional,Ethereal,Harmonic,Meandering,Minimal,Narrative,Documentary,Indie,Ambient,Cinematic,,
Alison Ables,,TC,0:32,,instr,2,Ascending,Acoustic Guitar,Electric Guitar,Piano,Angelic,Cinematic,Positive,Melodic,Uplifting,,Business,Explainer,Crowdfunding,Indie Pop,Cinematic,Orchestral,
Alison Ables,,TC 2,0:46,,instr,2,Ascending,Acoustic Guitar,Organ,Percussion,Angelic,Cinematic,Positive,Melodic,Uplifting,,Business,Indie,Crowdfunding,Indie Pop,Cinematic,Orchestral,
Alison Ables,,Telepathy,0:30,,instr,3,Ascending,Acoustic Guitar,Drum Machine,Synthesizer,Calm,Cinematic,Confident,Emotional,Melodic,Fun,Narrative,Indie,Road Trip,Electronic,Cinematic,Indie Pop,
Alison Ables,,The Hard Road Of Sport,1:01,,instr,4,Ascending,Piano,Strings,Drum Machine,Cinematic,Confident,Dynamic,Imaginative,Minimal,Melodic,Business,Explainer,Trailer,Cinematic,Orchestral,,
Alison Ables,,The Pony Collapsed,3:13,Featured,instr,3,Multiple Build,Electric Guitar,Organ,,Bouncy,Dark,Fun,Mischievous,Sexy,Melodic,Adventure,Indie,Narrative,Indie Pop,Cinematic,,
Alison Ables,,Three Acts,2:02,Featured,instr,3,Ascending,Strings,Synthesizer,,Cinematic,Emotional,Empowering,Inspiring,Orchestral,Uplifting,Narrative,Indie,Trailer,Cinematic,Orchestral,,
Alison Ables,,Time To Think,1:07,,instr,1,Ascending,Electric Guitar,Acoustic Guitar,Synthesizer,Cinematic,Human,Minimal,Harmonic,Melodic,Optimistic,Indie,Documentary,Educational,Cinematic,,,
Alison Ables,,Two Acts,3:48,,instr,2,Multiple Build,Acoustic Guitar,Electric Guitar,Backing Vocals,Calm,Emotional,Dark,Imaginative,Melodic,Sparse,Drama,Documentary,Indie,Cinematic,Minimal,Experimental,
Alison Ables,,Uncertain Conditions,0:48,,instr,2,Ascending,Woodwinds,Acoustic Guitar,,Angelic,Classic,Emotional,Sombre,Sparse,,Business,Trailer,Documentary,Cinematic,,,
Alison Ables,,Unfolding Design,0:31,,instr,3,Ascending,Synthesizer,Drum Machine,,Burdened,Cinematic,Confident,Emotional,Melodic,Dynamic,Sports,Action,Trailer,Electronic,Cinematic,,
Alison Ables,,Vibrations,0:51,,instr,3,Ascending,Backing Vocals,Organ,,Fun,Bouncy,Human,Melodic,,,Trailer,Crowdfunding,Indie,Experimental,Indie Pop,,
Alison Ables,,White Room 1,0:50,,instr,3,Steady,Backing Vocals,Electric Piano,,Human,Dynamic,Imaginative,Melodic,Whimsical,,Indie,Childrens,,Indie Pop,,,
Alison Ables,,White Room 2,1:01,,instr,2,Steady,Piano,,,Angelic,Cinematic,Classic,Intimate,Reflective,Acoustic,Narrative,Drama,Documentary,Minimal,Cinematic,,
Alison Ables,,White Room 3,1:01,,instr,2,Steady,Piano,,,Angelic,Cinematic,Classic,Emotional,Ethereal,Reflective,Trailer,Narrative,Documentary,Minimal,Cinematic,,
Alison Ables,,White Room 4,1:00,Featured,instr,1,Steady,Piano,,,Calm,Cinematic,Emotional,Human,Intimate,Reflective,Narrative,Documentary,Documentary,Minimal,Cinematic,,
Annalisa Tornfelt,,A Soft Place to Land,4:52,,instr,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Adore,3:54,,vox,3,Steady,Acoustic Guitar,Bass,Drums,Classic,Confident,Anthemic,,,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Afterlife,2:48,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,"Cold Pillows, Dark Nights",2:43,,instr,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Denali,2:01,,instr,3,Steady,Acoustic Guitar,Bass,Drums,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Found A Song,2:58,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Homeward Bound,4:05,Featured,instr,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Jackson,3:19,,instr,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,June June Hot Air Balloon,3:02,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Just For A Day,2:33,Featured,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Know The Answer,2:22,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Love Song To Myself,1:12,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Nothingness To Me,3:30,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,One Heart At A Time,3:47,Featured,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Pale Blue Eyes,5:41,Featured,instr,3,Steady,Acoustic Guitar,Bass,Drums,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Play A Game,2:08,Featured,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Riddle Me This,2:58,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Rules Of My Heart,2:21,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Sara Smile,4:02,,instr,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Scared Your Gonna Leave,1:50,Featured,vox,3,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Burdened,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Someday Soon,2:23,,instr,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Starlighting,3:54,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,Take Care Of You,3:38,Featured,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Annalisa Tornfelt,,The Back of Your Hand,3:33,,vox,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,The Rose,3:44,,instr,3,Steady,Acoustic Guitar,,,Classic,Confident,Intimate,Melodic,Calming,,Drama,Documentary,Narrative,Rock & Roll,Folk & Americana,,
Annalisa Tornfelt,,Tired Of Saying Sorry,3:04,,vox,2,Steady,Acoustic Guitar,Vocal,,Intimate,Minimal,Hopeful,Melodic,Confident,Uplifting,Drama,Indie,Documentary,Folk & Americana,"Blues, Roots & Jazz",,
Becca Schultz,,Autumn Sunlight,4:46,Featured,instr,3,Steady,Piano,,,Intimate,Optimistic,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,,
Becca Schultz,,Chartreuse,3:55,,instr,3,Steady,Piano,,,Intimate,Gritty,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,"Blues, Roots & Jazz",
Becca Schultz,,Dreamarea,5:44,,instr,3,Steady,Piano,,,Intimate,Dynamic,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,,
Becca Schultz,,Mirror,3:48,,instr,3,Steady,Piano,,,Intimate,Energetic,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,,
Becca Schultz,,Silk Road,6:28,,instr,3,Steady,Piano,,,Intimate,Dark,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,,
Becca Schultz,,Solace,5:55,,instr,3,Steady,Piano,,,Intimate,Dynamic,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,,
Becca Schultz,,Three Irises,4:43,,instr,3,Steady,Piano,,,Intimate,Dynamic,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,,
Becca Schultz,,Wind And Water,4:09,,instr,3,Steady,Piano,,,Intimate,Inspiring,Imaginative,Melodic,Pensive,Reflective,Drama,Narrative,Documentary,Minimal,Cinematic,,
Ben Carey,,Bellow,2:14,Featured,instr,2,Ascending,Synthesizer,,,Cinematic,Dark,Industrial,Powerful,Sinister,Sombre,Thriller & Suspense,Trailer,Crime,Cinematic,Electronic,Experimental,
Ben Carey,,Calico,5:12,,instr,1,Steady,Synthesizer,Electric Piano,,Cinematic,Calm,Cinematic,Stirring,Revelatory,Sombre,Documentary,Drama,Thriller & Suspense,Cinematic,Electronic,Experimental,
Ben Carey,,Capgras,5:23,,instr,2,Multiple Build,Synthesizer,Electric Piano,Bass,Confident,Empowering,Hopeful,Stirring,Revelatory,Electronic,Documentary,LookBook Video,Indie,Downtempo,Electronic,Cinematic,
Ben Carey,Darling Have I Told You,Darling Have I Told You,5:24,,instr,3,Ascending,Synthesizer,Piano,Drum Machine,Cinematic,Emotional,Hopeful,Inspiring,Dynamic,Melodic,LookBook Video,Indie,Thriller & Suspense,Ambient,Cinematic,Minimal,
Ben Carey,,Ghost Limb,3:20,,instr,2,Steady,Synthesizer,Piano,Bass,Cinematic,Dark,Slick,Sexy,,,,,,Cinematic,Electronic,Slowjams,
Ben Carey,,I'm Losing You,3:30,,instr,2,Steady,Synthesizer,Piano,Bass,Cinematic,Dark,Slick,Sexy,,,,,,Cinematic,Electronic,Slowjams,
Ben Carey,,Phi Phret,3:12,,instr,1,Steady,synthesizer,drum,,Confident,Empowering,Hopeful,Stirring,Revelatory,Electronic,Documentary,LookBook Video,Indie,Downtempo,Electronic,Cinematic,
Ben Carey,Darling Have I Told You,The Pack,2:46,Featured,instr,2,Ascending,Electric Piano,Synthesizer,Drum Machine,Calm,Cinematic,Emotional,Empowering,Hopeful,Reflective,Indie,Narrative,LookBook Video,Cinematic,Slowjams,Electronic,
Ben Carey,Darling Have I Told You,Tranference,2:24,,instr,5,Ascending,Synthesizer,Drum Machine,,Cold,Confident,Dark,Energetic,Powerful,Rhythmic,Action,Crime,Drama,Cinematic,Electronic,Dance,
Ben Carey,Darling Have I Told You,Waltz for Tyler,2:14,Featured,instr,3,Multiple Build,Electric Piano,Strings,,Angelic,Calm,Cinematic,Emotional,Inspiring,Intimate,LookBook Video,Indie,Narrative,Cinematic,Indie Pop,,
Big Haunt,,All Your Arms,3:59,,instr,3,Steady,Acoustic Guitar,Drums,,Bright,Energetic,Hopeful,Melodic,Uplifting,Fun,Business,Road Trip,Teen,Indie Pop,Folk & Americana,,
Big Haunt,,All Your Arms (Instrumental With Background Vocal),3:58,,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,All Your Arms (Instrumental),3:58,,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Beds,3:09,,vox,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Beds (Instrumental),3:08,,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Bitter Water,4:26,,vox,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Bitter Water (Instrumental With Background Vocal),4:27,Featured,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Bitter Water (Instrumental),4:27,,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Blood on the Breeze,4:21,,vox,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Blood on the Breeze (Instrumental),4:19,,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Burn Me Up,4:06,,vox,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Burn Me Up (Instrumental With Background Vocal),4:03,Featured,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Burn Me Up (Instrumental),4:03,,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Gather Up,3:50,,vox,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Gather Up (Instrumental),3:48,,instr,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
Big Haunt,,Heat,3:35,,vox,2,Steady,Electric Guitar,Bass,Drums,Burdened,Depressed,Dark,Ethereal,Human,Vulnerable,Crowdfunding,Documentary,Drama,Folk & Americana,Downtempo,Cinematic,
